"filename","x","y","width","height"
"247586",3060,1428,100,100
"247587",3060,1530,100,100
"247591",3060,1632,100,100
"247603",3060,1734,100,100
"247604",3060,1836,100,100
"247629",3060,1938,100,100
"247646",3060,2040,100,100
"247659",3060,2142,100,100
"247918",3060,2244,100,100
"247938",3060,2346,100,100
"248116",3060,2448,100,100
"248205",3060,2550,100,100
"248230",3060,2652,100,100
"248420",3060,2754,100,100
"248689",3060,2856,100,100
"248758",3060,2958,100,100
"248770",0,3060,100,100
"248771",102,3060,100,100
"248772",204,3060,100,100
"248775",306,3060,100,100
"248793",408,3060,100,100
"249002",510,3060,100,100
"249176",612,3060,100,100
"249185",714,3060,100,100
"249260",816,3060,100,100
"249261",918,3060,100,100
"249262",1020,3060,100,100
"249263",1122,3060,100,100
"249264",1224,3060,100,100
"249265",1326,3060,100,100
"249266",1428,3060,100,100
"249267",1530,3060,100,100
"249268",1632,3060,100,100
"249292",1734,3060,100,100
"249293",1836,3060,100,100
"249294",1938,3060,100,100
"249295",2040,3060,100,100
"249296",2142,3060,100,100
"249297",2244,3060,100,100
"249298",2346,3060,100,100
"249299",2448,3060,100,100
"249300",2550,3060,100,100
"249301",2652,3060,100,100
"249302",2754,3060,100,100
"249303",2856,3060,100,100
"249304",2958,3060,100,100
"249305",3060,3060,100,100
"249306",3162,0,100,100
"249307",3162,102,100,100
"249308",3162,204,100,100
"249309",3162,306,100,100
"249310",3162,408,100,100
"249311",3162,510,100,100
"249312",3162,612,100,100
"249313",3162,714,100,100
"249316",3162,816,100,100
"249318",3162,918,100,100
"249319",3162,1020,100,100
"249320",3162,1122,100,100
"249321",3162,1224,100,100
"249322",3162,1326,100,100
"249323",3162,1428,100,100
"249324",3162,1530,100,100
"249325",3162,1632,100,100
"249326",3162,1734,100,100
"249327",3162,1836,100,100
"249337",3162,1938,100,100
"249481",3162,2040,100,100
"249551",3162,2142,100,100
"249566",3162,2244,100,100
"249605",3162,2346,100,100
"249632",3162,2448,100,100
"249633",3162,2550,100,100
"249634",3162,2652,100,100
"249635",3162,2754,100,100
"249636",3162,2856,100,100
"249637",3162,2958,100,100
"249638",3162,3060,100,100
"249639",0,3162,100,100
"249641",102,3162,100,100
"249646",204,3162,100,100
"249647",306,3162,100,100
"249702",408,3162,100,100
"249705",510,3162,100,100
"249708",612,3162,100,100
"249729",714,3162,100,100
"249747",816,3162,100,100
"249751",918,3162,100,100
"249977",1020,3162,100,100
"250185",1122,3162,100,100
"250190",1224,3162,100,100
"250191",1326,3162,100,100
"250221",1428,3162,100,100
"250410",1530,3162,100,100
"250435",1632,3162,100,100
"250440",1734,3162,100,100
"250489",1836,3162,100,100
"250490",1938,3162,100,100
"250491",2040,3162,100,100
"250492",2142,3162,100,100
"250493",2244,3162,100,100
"250494",2346,3162,100,100
"250495",2448,3162,100,100
"250496",2550,3162,100,100
"250497",2652,3162,100,100
"250498",2754,3162,100,100
"250499",2856,3162,100,100
"250500",2958,3162,100,100
"250501",3060,3162,100,100
"250502",3162,3162,100,100
"250503",3264,0,100,100
"250504",3264,102,100,100
"250505",3264,204,100,100
"250533",3264,306,100,100
"250567",3264,408,100,100
"250576",3264,510,100,100
"250693",3264,612,100,100
"250810",3264,714,100,100
"250939",3264,816,100,100
"250940",3264,918,100,100
"250941",3264,1020,100,100
"250942",3264,1122,100,100
"250943",3264,1224,100,100
"251176",3264,1326,100,100
"251388",3264,1428,100,100
"251518",3264,1530,100,100
"251519",3264,1632,100,100
"251520",3264,1734,100,100
"251521",3264,1836,100,100
"251522",3264,1938,100,100
"251523",3264,2040,100,100
"251524",3264,2142,100,100
"251525",3264,2244,100,100
"251526",3264,2346,100,100
"251527",3264,2448,100,100
"251528",3264,2550,100,100
"251529",3264,2652,100,100
"251530",3264,2754,100,100
"251531",3264,2856,100,100
"251790",3264,2958,100,100
"251815",3264,3060,100,100
"251816",3264,3162,100,100
"252046",0,3264,100,100
"252077",102,3264,100,100
"252177",204,3264,100,100
"252197",306,3264,100,100
"252205",408,3264,100,100
"252208",510,3264,100,100
"252241",612,3264,100,100
"252270",714,3264,100,100
"252271",816,3264,100,100
"252579",918,3264,100,100
"252580",1020,3264,100,100
"252581",1122,3264,100,100
"252582",1224,3264,100,100
"252711",1326,3264,100,100
"252717",1428,3264,100,100
"252718",1530,3264,100,100
"252744",1632,3264,100,100
"252803",1734,3264,100,100
"252809",1836,3264,100,100
"252812",1938,3264,100,100
"253198",2040,3264,100,100
"253279",2142,3264,100,100
"253341",2244,3264,100,100
"253535",2346,3264,100,100
"253536",2448,3264,100,100
"253607",2550,3264,100,100
"253608",2652,3264,100,100
"253609",2754,3264,100,100
"253610",2856,3264,100,100
"253611",2958,3264,100,100
"253612",3060,3264,100,100
"253613",3162,3264,100,100
"253614",3264,3264,100,100
"253615",3366,0,100,100
"253616",3366,102,100,100
"253617",3366,204,100,100
"253618",3366,306,100,100
"253619",3366,408,100,100
"253620",3366,510,100,100
"253621",3366,612,100,100
"253622",3366,714,100,100
"253623",3366,816,100,100
"253624",3366,918,100,100
"253625",3366,1020,100,100
"253626",3366,1122,100,100
"253627",3366,1224,100,100
"253628",3366,1326,100,100
"253629",3366,1428,100,100
"253630",3366,1530,100,100
"253631",3366,1632,100,100
"253632",3366,1734,100,100
"253633",3366,1836,100,100
"253634",3366,1938,100,100
"253635",3366,2040,100,100
"253636",3366,2142,100,100
"253637",3366,2244,100,100
"253638",3366,2346,100,100
"253639",3366,2448,100,100
"253640",3366,2550,100,100
"253641",3366,2652,100,100
"253642",3366,2754,100,100
"253643",3366,2856,100,100
"253644",3366,2958,100,100
"253645",3366,3060,100,100
"253646",3366,3162,100,100
"253647",3366,3264,100,100
"253648",0,3366,100,100
"253649",102,3366,100,100
"253650",204,3366,100,100
"253651",306,3366,100,100
"253652",408,3366,100,100
"253653",510,3366,100,100
"253654",612,3366,100,100
"253655",714,3366,100,100
"253656",816,3366,100,100
"253657",918,3366,100,100
"253658",1020,3366,100,100
"253659",1122,3366,100,100
"253660",1224,3366,100,100
"253661",1326,3366,100,100
"253662",1428,3366,100,100
"253663",1530,3366,100,100
"253664",1632,3366,100,100
"253665",1734,3366,100,100
"253666",1836,3366,100,100
"253667",1938,3366,100,100
"253668",2040,3366,100,100
"253669",2142,3366,100,100
"253854",2244,3366,100,100
"254106",2346,3366,100,100
"254185",2448,3366,100,100
"254186",2550,3366,100,100
"254232",2652,3366,100,100
"254233",2754,3366,100,100
"254259",2856,3366,100,100
"254369",2958,3366,100,100
"254371",3060,3366,100,100
"254404",3162,3366,100,100
"254465",3264,3366,100,100
"254618",3366,3366,100,100
"254628",3468,0,100,100
"254629",3468,102,100,100
"254902",3468,204,100,100
"254982",3468,306,100,100
"254983",3468,408,100,100
"255197",3468,510,100,100
"255446",3468,612,100,100
"255601",3468,714,100,100
"255751",3468,816,100,100
"255766",3468,918,100,100
"255817",3468,1020,100,100
"255820",3468,1122,100,100
"255895",3468,1224,100,100
"255913",3468,1326,100,100
"255945",3468,1428,100,100
"255967",3468,1530,100,100
"256007",3468,1632,100,100
"256139",3468,1734,100,100
"256306",3468,1836,100,100
"256452",3468,1938,100,100
"256467",3468,2040,100,100
"256825",3468,2142,100,100
"256902",3468,2244,100,100
"256934",3468,2346,100,100
"257150",3468,2448,100,100
"257222",3468,2550,100,100
"257261",3468,2652,100,100
"257491",3468,2754,100,100
"257494",3468,2856,100,100
"257896",3468,2958,100,100
"258201",3468,3060,100,100
"258263",3468,3162,100,100
"258430",3468,3264,100,100
"258469",3468,3366,100,100
"258574",0,3468,100,100
"258623",102,3468,100,100
"258624",204,3468,100,100
"258627",306,3468,100,100
"258640",408,3468,100,100
"258641",510,3468,100,100
"258642",612,3468,100,100
"258643",714,3468,100,100
"258644",816,3468,100,100
"258645",918,3468,100,100
"258646",1020,3468,100,100
"258671",1122,3468,100,100
"258827",1224,3468,100,100
"258925",1326,3468,100,100
"258955",1428,3468,100,100
"258981",1530,3468,100,100
"259001",1632,3468,100,100
"259084",1734,3468,100,100
"259085",1836,3468,100,100
"259086",1938,3468,100,100
"259134",2040,3468,100,100
"259270",2142,3468,100,100
"259272",2244,3468,100,100
"259273",2346,3468,100,100
"259274",2448,3468,100,100
"259275",2550,3468,100,100
"259316",2652,3468,100,100
"259329",2754,3468,100,100
"259348",2856,3468,100,100
"259369",2958,3468,100,100
"259465",3060,3468,100,100
"259592",3162,3468,100,100
"259613",3264,3468,100,100
"259633",3366,3468,100,100
"259671",3468,3468,100,100
"259680",3570,0,100,100
"259699",3570,102,100,100
"259798",3570,204,100,100
"259801",3570,306,100,100
"259879",3570,408,100,100
"260081",3570,510,100,100
"260082",3570,612,100,100
"260083",3570,714,100,100
"260084",3570,816,100,100
"260085",3570,918,100,100
"260086",3570,1020,100,100
"260328",3570,1122,100,100
"260364",3570,1224,100,100
"260534",3570,1326,100,100
"260601",3570,1428,100,100
"260606",3570,1530,100,100
"260889",3570,1632,100,100
"260891",3570,1734,100,100
"261039",3570,1836,100,100
"261060",3570,1938,100,100
"261072",3570,2040,100,100
"261164",3570,2142,100,100
"261168",3570,2244,100,100
"261180",3570,2346,100,100
"261181",3570,2448,100,100
"261230",3570,2550,100,100
"261254",3570,2652,100,100
"261305",3570,2754,100,100
"261320",3570,2856,100,100
"261426",3570,2958,100,100
"261428",3570,3060,100,100
"261484",3570,3162,100,100
"261661",3570,3264,100,100
"261721",3570,3366,100,100
"261739",3570,3468,100,100
"261779",0,3570,100,100
"261855",102,3570,100,100
"261887",204,3570,100,100
"261888",306,3570,100,100
"261892",408,3570,100,100
"261893",510,3570,100,100
"261985",612,3570,100,100
"262181",714,3570,100,100
"262506",816,3570,100,100
"262695",918,3570,100,100
"262711",1020,3570,100,100
"262849",1122,3570,100,100
"262883",1224,3570,100,100
"262887",1326,3570,100,100
"262890",1428,3570,100,100
"262992",1530,3570,100,100
"263032",1632,3570,100,100
"263072",1734,3570,100,100
"263321",1836,3570,100,100
"263322",1938,3570,100,100
"263323",2040,3570,100,100
"263324",2142,3570,100,100
"263325",2244,3570,100,100
"263366",2346,3570,100,100
"263575",2448,3570,100,100
"263606",2550,3570,100,100
"263611",2652,3570,100,100
"263649",2754,3570,100,100
"263658",2856,3570,100,100
"263746",2958,3570,100,100
"263747",3060,3570,100,100
"263763",3162,3570,100,100
"263765",3264,3570,100,100
"263777",3366,3570,100,100
"263783",3468,3570,100,100
"263839",3570,3570,100,100
"263846",3672,0,100,100
"263923",3672,102,100,100
"264038",3672,204,100,100
"264173",3672,306,100,100
"264286",3672,408,100,100
"264295",3672,510,100,100
"264338",3672,612,100,100
"264403",3672,714,100,100
"264430",3672,816,100,100
"264493",3672,918,100,100
"264494",3672,1020,100,100
"264495",3672,1122,100,100
"264496",3672,1224,100,100
"264497",3672,1326,100,100
"264583",3672,1428,100,100
"264669",3672,1530,100,100
"264890",3672,1632,100,100
"264945",3672,1734,100,100
"265055",3672,1836,100,100
"265108",3672,1938,100,100
"265461",3672,2040,100,100
"265554",3672,2142,100,100
"265565",3672,2244,100,100
"265726",3672,2346,100,100
"265762",3672,2448,100,100
"265764",3672,2550,100,100
"265787",3672,2652,100,100
"265790",3672,2754,100,100
"265820",3672,2856,100,100
"265821",3672,2958,100,100
"265822",3672,3060,100,100
"265826",3672,3162,100,100
"265857",3672,3264,100,100
"265865",3672,3366,100,100
"265866",3672,3468,100,100
"265872",3672,3570,100,100
"265873",0,3672,100,100
"265902",102,3672,100,100
"266000",204,3672,100,100
"266322",306,3672,100,100
"266370",408,3672,100,100
"266379",510,3672,100,100
"266613",612,3672,100,100
"266614",714,3672,100,100
"266615",816,3672,100,100
"266616",918,3672,100,100
"266617",1020,3672,100,100
"266618",1122,3672,100,100
"266670",1224,3672,100,100
"266742",1326,3672,100,100
"266746",1428,3672,100,100
"266777",1530,3672,100,100
"266784",1632,3672,100,100
"266904",1734,3672,100,100
"267331",1836,3672,100,100
"267348",1938,3672,100,100
"267654",2040,3672,100,100
"268513",2142,3672,100,100
"269027",2244,3672,100,100
"269303",2346,3672,100,100
"269368",2448,3672,100,100
"269402",2550,3672,100,100
"269714",2652,3672,100,100
"269715",2754,3672,100,100
"269716",2856,3672,100,100
"269717",2958,3672,100,100
"269778",3060,3672,100,100
"269830",3162,3672,100,100
"269831",3264,3672,100,100
"269854",3366,3672,100,100
"269855",3468,3672,100,100
"269856",3570,3672,100,100
"269961",3672,3672,100,100
"270047",3774,0,100,100
"270048",3774,102,100,100
"270075",3774,204,100,100
"270180",3774,306,100,100
"270217",3774,408,100,100
"270231",3774,510,100,100
"270236",3774,612,100,100
"270237",3774,714,100,100
"270238",3774,816,100,100
"270239",3774,918,100,100
"270240",3774,1020,100,100
"270241",3774,1122,100,100
"270242",3774,1224,100,100
"270243",3774,1326,100,100
"270244",3774,1428,100,100
"270245",3774,1530,100,100
"270246",3774,1632,100,100
"270247",3774,1734,100,100
"270248",3774,1836,100,100
"270249",3774,1938,100,100
"270250",3774,2040,100,100
"270251",3774,2142,100,100
"270252",3774,2244,100,100
"270253",3774,2346,100,100
"270254",3774,2448,100,100
"270255",3774,2550,100,100
"270256",3774,2652,100,100
"270257",3774,2754,100,100
"270258",3774,2856,100,100
"270259",3774,2958,100,100
"270260",3774,3060,100,100
"270261",3774,3162,100,100
"270264",3774,3264,100,100
"270270",3774,3366,100,100
"270327",3774,3468,100,100
"270357",3774,3570,100,100
"270359",3774,3672,100,100
"270487",0,3774,100,100
"270879",102,3774,100,100
"271057",204,3774,100,100
"271121",306,3774,100,100
"271167",408,3774,100,100
"271168",510,3774,100,100
"271169",612,3774,100,100
"271170",714,3774,100,100
"271193",816,3774,100,100
"271203",918,3774,100,100
"271277",1020,3774,100,100
"271278",1122,3774,100,100
"271369",1224,3774,100,100
"271374",1326,3774,100,100
"271409",1428,3774,100,100
"271440",1530,3774,100,100
"271447",1632,3774,100,100
"271457",1734,3774,100,100
"271506",1836,3774,100,100
"271507",1938,3774,100,100
"271508",2040,3774,100,100
"271509",2142,3774,100,100
"271510",2244,3774,100,100
"271511",2346,3774,100,100
"271512",2448,3774,100,100
"271513",2550,3774,100,100
"271514",2652,3774,100,100
"271515",2754,3774,100,100
"271516",2856,3774,100,100
"271517",2958,3774,100,100
"271518",3060,3774,100,100
"271519",3162,3774,100,100
"271551",3264,3774,100,100
"271564",3366,3774,100,100
"271565",3468,3774,100,100
"271566",3570,3774,100,100
"271567",3672,3774,100,100
"271568",3774,3774,100,100
"271569",3876,0,100,100
"271570",3876,102,100,100
"271700",3876,204,100,100
"271732",3876,306,100,100
"271733",3876,408,100,100
"271734",3876,510,100,100
"271735",3876,612,100,100
"271782",3876,714,100,100
"271914",3876,816,100,100
"271936",3876,918,100,100
"272012",3876,1020,100,100
"272069",3876,1122,100,100
"272191",3876,1224,100,100
"272257",3876,1326,100,100
"272258",3876,1428,100,100
"272259",3876,1530,100,100
"272260",3876,1632,100,100
"272282",3876,1734,100,100
"272283",3876,1836,100,100
"272284",3876,1938,100,100
"272480",3876,2040,100,100
"272481",3876,2142,100,100
"273012",3876,2244,100,100
"273093",3876,2346,100,100
"273442",3876,2448,100,100
"273443",3876,2550,100,100
"273502",3876,2652,100,100
"273509",3876,2754,100,100
"273520",3876,2856,100,100
"273548",3876,2958,100,100
"273656",3876,3060,100,100
"273657",3876,3162,100,100
"273658",3876,3264,100,100
"273714",3876,3366,100,100
"273715",3876,3468,100,100
"273716",3876,3570,100,100
"273717",3876,3672,100,100
"273718",3876,3774,100,100
"273719",0,3876,100,100
"273720",102,3876,100,100
"273721",204,3876,100,100
"273722",306,3876,100,100
"273723",408,3876,100,100
"273724",510,3876,100,100
"273725",612,3876,100,100
"273726",714,3876,100,100
"273727",816,3876,100,100
"273732",918,3876,100,100
"273733",1020,3876,100,100
"273734",1122,3876,100,100
"273735",1224,3876,100,100
"273736",1326,3876,100,100
"273737",1428,3876,100,100
"273738",1530,3876,100,100
"273739",1632,3876,100,100
"273740",1734,3876,100,100
"273741",1836,3876,100,100
"273742",1938,3876,100,100
"273743",2040,3876,100,100
"273744",2142,3876,100,100
"273745",2244,3876,100,100
"273746",2346,3876,100,100
"273747",2448,3876,100,100
"273777",2550,3876,100,100
"274237",2652,3876,100,100
"274503",2754,3876,100,100
"274504",2856,3876,100,100
"274505",2958,3876,100,100
"274506",3060,3876,100,100
"274507",3162,3876,100,100
"274508",3264,3876,100,100
"274509",3366,3876,100,100
"274510",3468,3876,100,100
"274511",3570,3876,100,100
"274512",3672,3876,100,100
"274513",3774,3876,100,100
"274514",3876,3876,100,100
"274515",3978,0,100,100
"274516",3978,102,100,100
"274517",3978,204,100,100
"274518",3978,306,100,100
"274519",3978,408,100,100
"275606",3978,510,100,100
"276177",3978,612,100,100
"276583",3978,714,100,100
"276973",3978,816,100,100
"277361",3978,918,100,100
"277418",3978,1020,100,100
"278676",3978,1122,100,100
"278824",3978,1224,100,100
"278909",3978,1326,100,100
"279390",3978,1428,100,100
"279400",3978,1530,100,100
"281239",3978,1632,100,100
"28158",3978,1734,100,100
"282714",3978,1836,100,100
"282715",3978,1938,100,100
"282716",3978,2040,100,100
"282717",3978,2142,100,100
"283440",3978,2244,100,100
"284899",3978,2346,100,100
"286162",3978,2448,100,100
"286257",3978,2550,100,100
"286261",3978,2652,100,100
"286568",3978,2754,100,100
"286569",3978,2856,100,100
"286580",3978,2958,100,100
"286592",3978,3060,100,100
"286596",3978,3162,100,100
"286652",3978,3264,100,100
"287208",3978,3366,100,100
"287725",3978,3468,100,100
"289652",3978,3570,100,100
"289922",3978,3672,100,100
"289923",3978,3774,100,100
"289924",3978,3876,100,100
"289925",0,3978,100,100
"289926",102,3978,100,100
"290617",204,3978,100,100
"291160",306,3978,100,100
"292039",408,3978,100,100
"292175",510,3978,100,100
"292345",612,3978,100,100
"292347",714,3978,100,100
"292940",816,3978,100,100
"293578",918,3978,100,100
"293599",1020,3978,100,100
"294214",1122,3978,100,100
"294215",1224,3978,100,100
"294216",1326,3978,100,100
"294282",1428,3978,100,100
"294852",1530,3978,100,100
"294895",1632,3978,100,100
"296577",1734,3978,100,100
"297328",1836,3978,100,100
"298716",1938,3978,100,100
"298789",2040,3978,100,100
"300702",2142,3978,100,100
"300703",2244,3978,100,100
"301851",2346,3978,100,100
"302743",2448,3978,100,100
"302797",2550,3978,100,100
"302811",2652,3978,100,100
"303879",2754,3978,100,100
"304105",2856,3978,100,100
"306615",2958,3978,100,100
"306957",3060,3978,100,100
"307698",3162,3978,100,100
"307982",3264,3978,100,100
"308494",3366,3978,100,100
"310063",3468,3978,100,100
"311538",3570,3978,100,100
"311816",3672,3978,100,100
"312083",3774,3978,100,100
"315547",3876,3978,100,100
"315550",3978,3978,100,100
"315551",4080,0,100,100
"315552",4080,102,100,100
"315553",4080,204,100,100
"315944",4080,306,100,100
"318106",4080,408,100,100
"318107",4080,510,100,100
"318108",4080,612,100,100
"318109",4080,714,100,100
"318110",4080,816,100,100
"318111",4080,918,100,100
"318112",4080,1020,100,100
"318113",4080,1122,100,100
"318114",4080,1224,100,100
"318115",4080,1326,100,100
"318116",4080,1428,100,100
"318117",4080,1530,100,100
"318118",4080,1632,100,100
"318119",4080,1734,100,100
"318120",4080,1836,100,100
"318121",4080,1938,100,100
"318122",4080,2040,100,100
"318123",4080,2142,100,100
"318124",4080,2244,100,100
"318125",4080,2346,100,100
"318126",4080,2448,100,100
"318127",4080,2550,100,100
"318128",4080,2652,100,100
"318129",4080,2754,100,100
"318130",4080,2856,100,100
"318131",4080,2958,100,100
"318132",4080,3060,100,100
"318133",4080,3162,100,100
"318134",4080,3264,100,100
"318135",4080,3366,100,100
"318136",4080,3468,100,100
"318137",4080,3570,100,100
"318138",4080,3672,100,100
"318139",4080,3774,100,100
"318140",4080,3876,100,100
"318141",4080,3978,100,100
"318142",0,4080,100,100
"318143",102,4080,100,100
"318144",204,4080,100,100
"318145",306,4080,100,100
"318146",408,4080,100,100
"318147",510,4080,100,100
"318148",612,4080,100,100
"318149",714,4080,100,100
"318150",816,4080,100,100
"318151",918,4080,100,100
"318152",1020,4080,100,100
"318153",1122,4080,100,100
"318154",1224,4080,100,100
"318155",1326,4080,100,100
"318156",1428,4080,100,100
"318157",1530,4080,100,100
"318158",1632,4080,100,100
"318159",1734,4080,100,100
"318160",1836,4080,100,100
"318161",1938,4080,100,100
"318162",2040,4080,100,100
"318163",2142,4080,100,100
"318164",2244,4080,100,100
"318165",2346,4080,100,100
"318166",2448,4080,100,100
"318167",2550,4080,100,100
"318168",2652,4080,100,100
"318169",2754,4080,100,100
"318170",2856,4080,100,100
"318171",2958,4080,100,100
"318172",3060,4080,100,100
"318173",3162,4080,100,100
"318174",3264,4080,100,100
"318175",3366,4080,100,100
"318176",3468,4080,100,100
"318177",3570,4080,100,100
"318178",3672,4080,100,100
"318179",3774,4080,100,100
"318180",3876,4080,100,100
"318181",3978,4080,100,100
"318182",4080,4080,100,100
"318183",4182,0,100,100
"318184",4182,102,100,100
"318185",4182,204,100,100
"318186",4182,306,100,100
"318187",4182,408,100,100
"318188",4182,510,100,100
"318189",4182,612,100,100
"318190",4182,714,100,100
"318191",4182,816,100,100
"318192",4182,918,100,100
"318193",4182,1020,100,100
"318194",4182,1122,100,100
"318195",4182,1224,100,100
"318196",4182,1326,100,100
"318197",4182,1428,100,100
"318198",4182,1530,100,100
"318199",4182,1632,100,100
"318200",4182,1734,100,100
"318201",4182,1836,100,100
"318202",4182,1938,100,100
"318203",4182,2040,100,100
"318204",4182,2142,100,100
"318205",4182,2244,100,100
"318206",4182,2346,100,100
"318725",4182,2448,100,100
"319820",4182,2550,100,100
"32020",4182,2652,100,100
"35505",4182,2754,100,100
"35506",4182,2856,100,100
"3688",4182,2958,100,100
"3689",4182,3060,100,100
"40243",4182,3162,100,100
"41290",4182,3264,100,100
"4285",4182,3366,100,100
"43254",4182,3468,100,100
"43255",4182,3570,100,100
"44785",4182,3672,100,100
"48085",4182,3774,100,100
"5359",4182,3876,100,100
"60391",4182,3978,100,100
"62537",4182,4080,100,100
"64739",0,4182,100,100
"65655",102,4182,100,100
"66896",204,4182,100,100
"74412",306,4182,100,100
"74547",408,4182,100,100
"74572",510,4182,100,100
"74576",612,4182,100,100
"74931",714,4182,100,100
"74932",816,4182,100,100
"75462",918,4182,100,100
"75474",1020,4182,100,100
"75482",1122,4182,100,100
"75484",1224,4182,100,100
"75666",1326,4182,100,100
"75671",1428,4182,100,100
"75672",1530,4182,100,100
"75673",1632,4182,100,100
"75674",1734,4182,100,100
"75675",1836,4182,100,100
"75676",1938,4182,100,100
"75738",2040,4182,100,100
"75924",2142,4182,100,100
"76756",2244,4182,100,100
"76897",2346,4182,100,100
"76957",2448,4182,100,100
"78431",2550,4182,100,100
"78960",2652,4182,100,100
"79895",2754,4182,100,100
"79896",2856,4182,100,100
"80750",2958,4182,100,100
"81139",3060,4182,100,100
"81845",3162,4182,100,100
"83398",3264,4182,100,100
"83399",3366,4182,100,100
"83400",3468,4182,100,100
"83401",3570,4182,100,100
"83402",3672,4182,100,100
"83403",3774,4182,100,100
"83421",3876,4182,100,100
"8362",3978,4182,100,100
"84705",4080,4182,100,100
"85869",4182,4182,100,100
"85870",4284,0,100,100
"85871",4284,102,100,100
"85872",4284,204,100,100
"85873",4284,306,100,100
"85874",4284,408,100,100
"85875",4284,510,100,100
"85876",4284,612,100,100
"85877",4284,714,100,100
"85878",4284,816,100,100
"85879",4284,918,100,100
"85880",4284,1020,100,100
"85881",4284,1122,100,100
"87056",4284,1224,100,100
"87057",4284,1326,100,100
"87058",4284,1428,100,100
"98690",4284,1530,100,100
"98795",4284,1632,100,100
"999999999001",4284,1734,100,100
"999999999002",4284,1836,100,100
"999999999003",4284,1938,100,100
"999999999004",4284,2040,100,100
"999999999005",4284,2142,100,100
"999999999006",4284,2244,100,100
"999999999007",4284,2346,100,100
"999999999008",4284,2448,100,100
"999999999009",4284,2550,100,100
"999999999010",4284,2652,100,100
"999999999011",4284,2754,100,100
"999999999012",4284,2856,100,100
"999999999013",4284,2958,100,100
"999999999014",4284,3060,100,100
"999999999015",4284,3162,100,100
"999999999016",4284,3264,100,100
"999999999017",4284,3366,100,100
"999999999018",4284,3468,100,100
"999999999019",4284,3570,100,100
"999999999020",4284,3672,100,100
"999999999021",4284,3774,100,100
"999999999022",4284,3876,100,100
"999999999023",4284,3978,100,100
"999999999024",4284,4080,100,100
"999999999025",4284,4182,100,100
"999999999026",0,4284,100,100
"999999999027",102,4284,100,100
"missing",204,4284,100,100